time_fs,T_md_K,T_ww_K,DeltaT_K
320800.0000000000,3315.0058963900,3412.3860499500,-97.3801535600
320850.0000000000,3390.3871627300,3274.1570685000,116.2300942300
320900.0000000000,3297.2359151300,3358.5525694400,-61.3166543100
320950.0000000000,3336.1563435300,3408.8771335700,-72.7207900400
321000.0000000000,3403.5715920500,3282.4666567600,121.1049352900
321050.0000000000,3338.9728238600,3348.1264195100,-9.1535956500
321100.0000000000,3308.0995153200,3409.2269090500,-101.1273937300
321150.0000000000,3331.1013545200,3287.9204790900,43.1808754300
321200.0000000000,3399.0368142900,3355.0327802800,44.0040340100
321250.0000000000,3346.6299904200,3412.2503025200,-65.6203121000
321300.0000000000,3365.5808457100,3286.6942868600,78.8865588500
321350.0000000000,3375.3853244300,3342.5233312000,32.8619932300
321400.0000000000,3310.9686650000,3411.3241807700,-100.3555157700
321450.0000000000,3296.8715280300,3301.9465542600,-5.0750262300
321500.0000000000,3330.3651496800,3331.7524087900,-1.3872591100
321550.0000000000,3323.9500777600,3421.7827201000,-97.8326423400
321600.0000000000,3360.2029756200,3297.5798212900,62.6231543300
321650.0000000000,3308.3806235700,3312.4872295000,-4.1066059300
321700.0000000000,3372.5820219600,3419.2112040100,-46.6291820500
321750.0000000000,3352.4295261800,3312.2356667400,40.1938594400
321800.0000000000,3428.0697267800,3299.6163362900,128.4533904900
321850.0000000000,3376.4935403900,3421.8378335500,-45.3442931600
321900.0000000000,3380.4637642900,3328.5881111500,51.8756531400
321950.0000000000,3292.7770123800,3299.8037972800,-7.0267849000
322000.0000000000,3345.4278067900,3412.0289286100,-66.6011218200
322050.0000000000,3391.9158358100,3342.3858279700,49.5300078400
322100.0000000000,3274.1921427800,3295.6554530000,-21.4633102200
322150.0000000000,3326.8057816100,3405.3428834100,-78.5371018000
322200.0000000000,3366.3249989800,3337.5201334700,28.8048655100
322250.0000000000,3302.9725101400,3307.3805096700,-4.4079995300
322300.0000000000,3359.2866906000,3398.5011061900,-39.2144155900
322350.0000000000,3361.2475085700,3351.9595811000,9.2879274700
322400.0000000000,3332.4930552900,3302.8472586400,29.6457966500
322450.0000000000,3403.9395476400,3396.8868721300,7.0526755100
322500.0000000000,3411.1459523900,3343.7712673400,67.3746850500
322550.0000000000,3334.2100632800,3302.9282625500,31.2818007300
322600.0000000000,3363.0902428800,3394.9481328400,-31.8578899600
322650.0000000000,3306.1615475900,3364.7522109600,-58.5906633700
322700.0000000000,3350.5096194100,3290.2044877700,60.3051316400
322750.0000000000,3370.2510934700,3387.9899221500,-17.7388286800
322800.0000000000,3364.0702449900,3359.9171733500,4.1530716400
322850.0000000000,3311.3915084600,3298.5019801200,12.8895283400
322900.0000000000,3354.8450424000,3378.4093876700,-23.5643452700
322950.0000000000,3378.2873767800,3371.0670745000,7.2203022800
323000.0000000000,3379.2888103400,3307.1077662100,72.1810441300
323050.0000000000,3345.7672357900,3357.2065163500,-11.4392805600
323100.0000000000,3399.6074807400,3392.9492192500,6.6582614900
323150.0000000000,3409.7593916200,3307.7582207200,102.0011709000
323200.0000000000,3362.8648595300,3350.7107368700,12.1541226600
323250.0000000000,3343.6489851500,3393.3744423700,-49.7254572200
323300.0000000000,3319.7504567700,3316.2819964200,3.4684603500
323350.0000000000,3322.8809129000,3346.1771353100,-23.2962224100
323400.0000000000,3407.4711934000,3382.9498414300,24.5213519700
323450.0000000000,3300.7381239800,3334.5274090000,-33.7892850200
323500.0000000000,3269.6633152000,3336.2914889900,-66.6281737900
323550.0000000000,3295.4471724100,3387.7349625700,-92.2877901600
323600.0000000000,3321.9330463100,3335.5496533500,-13.6166070400
323650.0000000000,3378.6948792600,3332.5314726900,46.1634065700
323700.0000000000,3297.5889827500,3369.7948992100,-72.2059164600
323750.0000000000,3314.9890970500,3345.1107838000,-30.1216867500
323800.0000000000,3325.7371139500,3327.5650057000,-1.8278917500
323850.0000000000,3322.4530258600,3378.3283369500,-55.8753110900
323900.0000000000,3371.8343086700,3356.7470738600,15.0872348100
323950.0000000000,3385.7417851000,3323.3572998500,62.3844852500
324000.0000000000,3318.7208065400,3371.8001898900,-53.0793833500
324050.0000000000,3346.3023773400,3365.0258894600,-18.7235121200
324100.0000000000,3380.8752497000,3328.6886429200,52.1866067800
324150.0000000000,3318.1926324600,3369.7348017500,-51.5421692900
324200.0000000000,3294.8304904400,3354.2323849900,-59.4018945500
324250.0000000000,3377.7339387900,3335.0516781100,42.6822606800
324300.0000000000,3454.0484343900,3351.6684897800,102.3799446100
324350.0000000000,3388.4929887800,3345.7682575300,42.7247312500
324400.0000000000,3293.7877910200,3350.3830849400,-56.5952939200
324450.0000000000,3272.6420566300,3344.7684973900,-72.1264407600
324500.0000000000,3337.6711915500,3346.4968754600,-8.8256839100
324550.0000000000,3393.4936021100,3352.7563130200,40.7372890900
324600.0000000000,3343.0361419700,3349.2488200100,-6.2126780400
324650.0000000000,3405.9771235200,3340.6468832700,65.3302402500
324700.0000000000,3329.1409943700,3364.9629543000,-35.8219599300
324750.0000000000,3373.5950540100,3347.9889987900,25.6060552200
324800.0000000000,3388.0574658600,3340.7706415400,47.2868243200
324850.0000000000,3356.7493723200,3371.8100210900,-15.0606487700
324900.0000000000,3395.9388393000,3345.0740388200,50.8648004800
324950.0000000000,3341.6694157000,3329.1154815000,12.5539342000
325000.0000000000,3371.7476448500,3376.0631422800,-4.3154974300
325050.0000000000,3351.2611568300,3342.2335176400,9.0276391900
325100.0000000000,3331.1904162800,3328.4465736600,2.7438426200
325150.0000000000,3317.5237742900,3380.6678557100,-63.1440814200
325200.0000000000,3383.5454985600,3342.0352953400,41.5102032200
325250.0000000000,3338.8483663200,3329.8667963500,8.9815699700
325300.0000000000,3365.3565614700,3375.0612914000,-9.7047299300
325350.0000000000,3245.2137079500,3339.3835771700,-94.1698692200
325400.0000000000,3336.7934186500,3328.0694970900,8.7239215600
325450.0000000000,3340.8643051600,3377.2304017200,-36.3660965600
325500.0000000000,3341.3102349700,3346.3620031700,-5.0517682000
325550.0000000000,3310.4787374100,3329.3887630600,-18.9100256500
325600.0000000000,3362.3939173700,3382.7880702400,-20.3941528700
325650.0000000000,3327.9472572800,3354.9356670600,-26.9884097800
325700.0000000000,3454.2435956400,3318.1805951400,136.0630005000
325750.0000000000,3333.4055097100,3380.8780337100,-47.4725240000
325800.0000000000,3437.2001261900,3370.9693587700,66.2307674200
325850.0000000000,3314.0590205400,3307.4007397800,6.6582807600
325900.0000000000,3314.6410111700,3365.7984960800,-51.1574849100
325950.0000000000,3396.2001407500,3362.5599301600,33.6402105900
326000.0000000000,3354.3581161500,3310.6196993400,43.7384168100
326050.0000000000,3326.6843837900,3364.4161898200,-37.7318060300
326100.0000000000,3320.7912707100,3363.0891204500,-42.2978497400
326150.0000000000,3379.7561443500,3319.2052800000,60.5508643500
326200.0000000000,3288.7300209100,3370.7012682700,-81.9712473600
326250.0000000000,3363.1451480100,3370.7520859200,-7.6069379100
326300.0000000000,3341.0524879000,3315.3888275500,25.6636603500
326350.0000000000,3376.5157861100,3364.0499160400,12.4658700700
326400.0000000000,3373.3071954100,3366.7365628500,6.5706325600
326450.0000000000,3324.1766557700,3325.0245991600,-0.8479433900
326500.0000000000,3274.8172363400,3359.3727888500,-84.5555525100
326550.0000000000,3351.5310103600,3381.3650883000,-29.8340779400
326600.0000000000,3343.6682195100,3322.3417317100,21.3264878000
326650.0000000000,3343.0751469000,3355.3036961000,-12.2285492000
326700.0000000000,3431.4830392800,3365.4485550100,66.0344842700
326750.0000000000,3322.6322815700,3334.5452596700,-11.9129781000
326800.0000000000,3417.1547894400,3348.8323217700,68.3224676700
326850.0000000000,3359.4353178600,3372.0801284500,-12.6448105900
326900.0000000000,3393.5864461000,3325.2137537800,68.3726923200
326950.0000000000,3364.8492716900,3361.6686315200,3.1806401700
327000.0000000000,3352.2737133800,3371.0963417900,-18.8226284100
327050.0000000000,3329.3914389400,3320.9086330800,8.4828058600
327100.0000000000,3323.7914298700,3356.2717197000,-32.4802898300
327150.0000000000,3390.7430819800,3376.4333997700,14.3096822100
327200.0000000000,3369.2689895700,3323.2394011100,46.0295884600
327250.0000000000,3337.2349121900,3348.8137323300,-11.5788201400
327300.0000000000,3410.9563671200,3371.4437266600,39.5126404600
327350.0000000000,3398.2806413800,3327.2499726800,71.0306687000
327400.0000000000,3408.4645459100,3331.9647464100,76.4997995000
327450.0000000000,3356.1453112300,3387.6341479400,-31.4888367100
327500.0000000000,3339.5081148000,3330.8585233100,8.6495914900
327550.0000000000,3407.6985149300,3330.8486182700,76.8498966600
327600.0000000000,3386.1705396100,3383.0867494900,3.0837901200
327650.0000000000,3364.9335939600,3333.5380164400,31.3955775200
327700.0000000000,3336.0046317800,3326.9174798600,9.0871519200
327750.0000000000,3394.3192845400,3477.1205038500,-82.8012193100
327800.0000000000,3396.5637412700,3394.3389578000,2.2247834700
327850.0000000000,3385.9274303000,3324.0738682100,61.8535620900
327900.0000000000,3376.2472511900,3453.5794757900,-77.3322246000
327950.0000000000,3448.5216527500,3436.0657460400,12.4559067100
328000.0000000000,3324.8053540400,3326.2132510300,-1.4078969900
328050.0000000000,3469.8221324800,3430.3327982800,39.4893342000
328100.0000000000,3396.3828551300,3447.4581379800,-51.0752828500
328150.0000000000,3345.5911547800,3323.9706399300,21.6205148500
328200.0000000000,3427.4091068000,3418.7234770700,8.6856297300
328250.0000000000,3378.4263927600,3458.6284759800,-80.2020832200
328300.0000000000,3425.3563866900,3343.8716176400,81.4847690500
328350.0000000000,3394.1172853200,3375.1681263600,18.9491589600
328400.0000000000,3426.7185918900,3470.8592442400,-44.1406523500
328450.0000000000,3424.0381569300,3358.8749811600,65.1631757700
328500.0000000000,3479.0925495300,3356.8058822600,122.2866672700
328550.0000000000,3385.2449234900,3472.7355560900,-87.4906326000
328600.0000000000,3439.3721896500,3389.8668175900,49.5053720600
328650.0000000000,3380.5752608000,3342.5947367700,37.9805240300
328700.0000000000,3437.4390970300,3461.4354813500,-23.9963843200
328750.0000000000,3405.9141489000,3412.2202264000,-6.3060775000
328800.0000000000,3417.8057447900,3322.8624137200,94.9433310700
328850.0000000000,3386.9579611700,3444.9171956500,-57.9592344800
328900.0000000000,3340.0058041300,3444.3874508200,-104.3816466900
328950.0000000000,3457.7716318100,3332.0317812600,125.7398505500
329000.0000000000,3404.1139388300,3409.8325714800,-5.7186326500
329050.0000000000,3339.9105096200,3441.5741874800,-101.6636778600
329100.0000000000,3373.2621364800,3340.9797175100,32.2824189700
329150.0000000000,3366.4861375500,3387.6123939000,-21.1262563500
329200.0000000000,3281.6425865500,3453.7624381300,-172.1198515800
329250.0000000000,3403.0816809500,3371.6065437200,31.4751372300
329300.0000000000,3314.2910598000,3382.7387029100,-68.4476431100
329350.0000000000,3441.0823337700,3458.0066592100,-16.9243254400
329400.0000000000,3397.6475668400,3381.1991383600,16.4484284800
329450.0000000000,3367.0901244200,3363.0978765600,3.9922478600
329500.0000000000,3375.1173886700,3442.6870862000,-67.5696975300
329550.0000000000,3438.0906900500,3399.9514294700,38.1392605800
329600.0000000000,3408.6125009700,3354.3821295400,54.2303714300
329650.0000000000,3411.4095022000,3446.6976810400,-35.2881788400
329700.0000000000,3391.6245670300,3412.6127807800,-20.9882137500
329750.0000000000,3439.0032199500,3352.5963290500,86.4068909000
329800.0000000000,3457.6148015300,3435.1252555000,22.4895460300
329850.0000000000,3443.6242992100,3430.6457274300,12.9785717800
329900.0000000000,3443.3886453700,3355.5189387400,87.8697066300
329950.0000000000,3445.4281212600,3410.9031283500,34.5249929100
330000.0000000000,3430.2470426600,3430.6172140200,-0.3701713600
330050.0000000000,3440.5746415800,3355.2079062800,85.3667353000
330100.0000000000,3409.2540979000,3393.6520109400,15.6020869600
330150.0000000000,3399.9968948600,3451.3227480500,-51.3258531900
330200.0000000000,3401.2011335600,3357.5417305300,43.6594030300
330250.0000000000,3426.3164028600,3376.4344086500,49.8819942100
330300.0000000000,3432.6326907000,3448.3228358400,-15.6901451400
330350.0000000000,3418.1872152800,3375.2433489500,42.9438663300
330400.0000000000,3422.1131089000,3363.0090013200,59.1041075800
330450.0000000000,3378.8297542200,3436.2683189900,-57.4385647700
330500.0000000000,3406.2924867800,3405.3122164500,0.9802703300
330550.0000000000,3406.3022480000,3356.5867150400,49.7155329600
330600.0000000000,3390.3540065400,3425.5072508100,-35.1532442700
330650.0000000000,3349.1846112300,3429.1408767800,-79.9562655500
330700.0000000000,3424.0190041300,3366.1066992400,57.9123048900
330750.0000000000,3412.2617427500,3395.8877358700,16.3740068800
330800.0000000000,3358.1025913900,3441.3583251200,-83.2557337300
330850.0000000000,3389.2749763900,3364.8711128900,24.4038635000
330900.0000000000,3335.6144438400,3383.0650111200,-47.4505672800
330950.0000000000,3404.5258623000,3439.8284553500,-35.3025930500
331000.0000000000,3405.5640582500,3386.7140245400,18.8500337100
331050.0000000000,3368.7483352900,3366.6593698400,2.0889654500
331100.0000000000,3321.4006248900,3436.6225643800,-115.2219394900
331150.0000000000,3320.0624401600,3394.5657707000,-74.5033305400
331200.0000000000,3355.6292139200,3363.4475623100,-7.8183483900
331250.0000000000,3424.2823456200,3438.8814580700,-14.5991124500
331300.0000000000,3397.1165119900,3404.0038451900,-6.8873332000
331350.0000000000,3350.5666738500,3358.8860479800,-8.3193741300
331400.0000000000,3464.5524635000,3439.3816464600,25.1708170400
331450.0000000000,3405.9351836000,3398.8268279200,7.1083556800
331500.0000000000,3393.8109788900,3354.4942941800,39.3166847100
331550.0000000000,3412.5832776000,3433.4966970700,-20.9134194700
331600.0000000000,3365.6870733100,3414.4940147800,-48.8069414700
331650.0000000000,3430.2303812600,3361.9798400500,68.2505412100
331700.0000000000,3438.9851954300,3424.4191826500,14.5660127800
331750.0000000000,3399.6373580700,3416.9848165500,-17.3474584800
331800.0000000000,3424.4337006900,3362.3301290300,62.1035716600
331850.0000000000,3398.7548817200,3410.9936293700,-12.2387476500
331900.0000000000,3452.4956402100,3431.6643049900,20.8313352200
331950.0000000000,3390.0176286800,3368.2662510600,21.7513776200
332000.0000000000,3374.7148935600,3385.2604578300,-10.5455642700
332050.0000000000,3386.1290527700,3438.1427021400,-52.0136493700
332100.0000000000,3330.1241725200,3373.8787151300,-43.7545426100
332150.0000000000,3425.7126410900,3373.5341318600,52.1785092300
332200.0000000000,3427.2868759400,3445.7722492900,-18.4853733500
332250.0000000000,3419.1250107600,3385.7151156300,33.4098951300
332300.0000000000,3335.0722943500,3363.1772452300,-28.1049508800
332350.0000000000,3421.5871954100,3443.5187277500,-21.9315323400
332400.0000000000,3315.7012987300,3398.2465953900,-82.5452966600
332450.0000000000,3435.8595242800,3363.8532106900,72.0063135900
332500.0000000000,3409.4582743200,3431.0096388800,-21.5513645600
332550.0000000000,3388.1270894200,3408.3530525300,-20.2259631100
332600.0000000000,3419.9825655200,3363.7618488600,56.2207166600
332650.0000000000,3373.3913477400,3427.7370724000,-54.3457246600
332700.0000000000,3426.0567004400,3416.0761748300,9.9805256100
332750.0000000000,3349.4583119200,3355.5196063900,-6.0612944700
332800.0000000000,3404.1597766600,3418.7217696200,-14.5619929600
332850.0000000000,3436.1502216100,3432.8193980600,3.3308235500
332900.0000000000,3380.8218043400,3351.6305220000,29.1912823400
332950.0000000000,3423.3072467500,3409.1465830700,14.1606636800
333000.0000000000,3411.1451380000,3434.4960127800,-23.3508747800
333050.0000000000,3344.4419099000,3361.3121477500,-16.8702378500
333100.0000000000,3371.6020790100,3399.9071357200,-28.3050567100
333150.0000000000,3394.4388400500,3446.8377269600,-52.3988869100
333200.0000000000,3406.4499102300,3354.8666708600,51.5832393700
333250.0000000000,3403.6441146700,3386.2717869000,17.3723277700
333300.0000000000,3471.9609358800,3454.6907273800,17.2702085000
333350.0000000000,3402.9504191100,3377.5111346300,25.4392844800
333400.0000000000,3368.1476706900,3357.7012397400,10.4464309500
333450.0000000000,3352.9500881300,3464.5693856300,-111.6192975000
333500.0000000000,3447.4422332200,3397.5498551700,49.8923780500
